Orthogroup	Best Gene Name	Gene Name Occurrences
OG0007162	hypothetical protein	{'hypothetical protein': 2}
OG0007163	15-cis-phytoene synthase	{'15-cis-phytoene synthase': 1, 'phytoene/squalene synthase family protein': 1}
OG0007164	hypothetical protein	{'hypothetical protein': 1, 'lycopene cyclase domain-containing protein': 1}
OG0007165	prenyltransferase	{'prenyltransferase': 2}
OG0007166	hypothetical protein	{'hypothetical protein': 2}
OG0007167	hypothetical protein	{'hypothetical protein': 1, 'Calcineurin-like phosphoesterase': 1}
OG0007168	hypothetical protein	{'hypothetical protein': 2}
OG0007169	type II toxin-antitoxin system HicA family toxin	{'type II toxin-antitoxin system HicA family toxin': 2}
OG0007170	hypothetical protein	{'hypothetical protein': 2}
OG0007171	L-lactate permease	{'L-lactate permease': 2}
OG0007172	TetR/AcrR family transcriptional regulator	{'TetR/AcrR family transcriptional regulator': 1, 'hypothetical protein': 1}
OG0007173	EamA family transporter	{'EamA family transporter': 1, 'Threonine/homoserine exporter RhtA': 1}
OG0007174	4-hydroxy-tetrahydrodipicolinate synthase	{'4-hydroxy-tetrahydrodipicolinate synthase': 1, 'dihydrodipicolinate synthase family protein': 1}
OG0007175	MFS transporter	{'MFS transporter': 1, 'Major Facilitator Superfamily protein': 1}
OG0007176	hypothetical protein	{'hypothetical protein': 1, 'putative low molecular weight protein-tyrosine-phosphatase': 1}
OG0007177	hypothetical protein	{'hypothetical protein': 2}
OG0007178	helix-turn-helix domain-containing protein	{'helix-turn-helix domain-containing protein': 1, 'hypothetical protein': 1}
OG0007179	hypothetical protein	{'hypothetical protein': 2}
OG0007180	hypothetical protein	{'hypothetical protein': 1, 'glycoside hydrolase family 32 protein': 1}
OG0007181	hypothetical protein	{'hypothetical protein': 2}
OG0007182	hypothetical protein	{'hypothetical protein': 2}
OG0007183	MFS transporter	{'MFS transporter': 1, 'Multidrug resistance protein 3': 1}
OG0007184	hypothetical protein	{'hypothetical protein': 2}
OG0007185	ROK family protein	{'ROK family protein': 1, 'Beta-glucoside kinase': 1}
OG0007186	hypothetical protein	{'hypothetical protein': 2}
OG0007187	hypothetical protein	{'hypothetical protein': 2}
OG0007188	hypothetical protein	{'hypothetical protein': 2}
OG0007189	hypothetical protein	{'hypothetical protein': 2}
OG0007190	hypothetical protein	{'hypothetical protein': 2}
OG0007191	phage major capsid protein	{'phage major capsid protein': 1, 'Phage capsid family protein': 1}
OG0007192	hypothetical protein	{'hypothetical protein': 2}
OG0007193	MarR family transcriptional regulator	{'MarR family transcriptional regulator': 1, 'Transcriptional repressor MprA': 1}
OG0007194	Sulfur carrier protein CysO	{'Sulfur carrier protein CysO': 1, 'MoaD/ThiS family protein': 1}
OG0007195	M67 family metallopeptidase	{'M67 family metallopeptidase': 1, 'Mov34/MPN/PAD-1 family protein': 1}
OG0007196	hypothetical protein	{'hypothetical protein': 2}
OG0007197	hypothetical protein	{'hypothetical protein': 2}
OG0007198	putative inactive lipase/MT1628	{'putative inactive lipase/MT1628': 1, 'lipase': 1}
OG0007199	hypothetical protein	{'hypothetical protein': 2}
OG0007200	hypothetical protein	{'hypothetical protein': 1, 'VIT family protein': 1}
OG0007201	hypothetical protein	{'hypothetical protein': 2}
OG0007202	hypothetical protein	{'hypothetical protein': 2}
OG0007203	Transcriptional regulator WhiB	{'Transcriptional regulator WhiB': 1, 'hypothetical protein': 1}
OG0007204	hypothetical protein	{'hypothetical protein': 2}
OG0007205	hypothetical protein	{'hypothetical protein': 2}
OG0007206	hypothetical protein	{'hypothetical protein': 2}
OG0007207	hypothetical protein	{'hypothetical protein': 2}
OG0007208	hypothetical protein	{'hypothetical protein': 2}
OG0007209	hypothetical protein	{'hypothetical protein': 2}
OG0007210	hypothetical protein	{'hypothetical protein': 2}
OG0007211	hypothetical protein	{'hypothetical protein': 2}
OG0007212	AAA family ATPase	{'AAA family ATPase': 1, 'hypothetical protein': 1}
OG0007213	Helix-turn-helix domain protein	{'Helix-turn-helix domain protein': 1, 'helix-turn-helix domain-containing protein': 1}
OG0007214	hypothetical protein	{'hypothetical protein': 2}
OG0007215	hypothetical protein	{'hypothetical protein': 2}
OG0007216	hypothetical protein	{'hypothetical protein': 2}
OG0007217	site-specific tyrosine recombinase XerC	{'site-specific tyrosine recombinase XerC': 1, 'tyrosine-type recombinase/integrase': 1}
OG0007218	glycoside hydrolase family 32 protein	{'glycoside hydrolase family 32 protein': 1, 'Sucrose-6-phosphate hydrolase': 1}
OG0007219	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	{'1,3-beta-galactosyl-N-acetylhexosamine phosphorylase': 2}
OG0007220	hypothetical protein	{'hypothetical protein': 2}
OG0007221	Phosphorylated carbohydrates phosphatase	{'Phosphorylated carbohydrates phosphatase': 1, 'HAD family hydrolase': 1}
OG0007222	MFS transporter	{'MFS transporter': 1, 'Major Facilitator Superfamily protein': 1}
OG0007223	hypothetical protein	{'hypothetical protein': 2}
OG0007224	hypothetical protein	{'hypothetical protein': 2}
OG0007225	amino acid permease	{'amino acid permease': 1, 'Aromatic amino acid transport protein AroP': 1}
OG0007226	hypothetical protein	{'hypothetical protein': 2}
OG0007227	HAD family hydrolase	{'HAD family hydrolase': 1, 'hypothetical protein': 1}
OG0007228	hypothetical protein	{'hypothetical protein': 2}
OG0007229	hypothetical protein	{'hypothetical protein': 2}
OG0007230	hypothetical protein	{'hypothetical protein': 2}
OG0007231	hypothetical protein	{'hypothetical protein': 2}
OG0007232	hypothetical protein	{'hypothetical protein': 1, 'tetratricopeptide repeat protein': 1}
OG0007233	AAA family ATPase	{'AAA family ATPase': 1, 'ATP-dependent zinc metalloprotease FtsH': 1}
OG0007234	ECF RNA polymerase sigma factor SigM	{'ECF RNA polymerase sigma factor SigM': 1, 'RNA polymerase sigma factor': 1}
OG0007235	hypothetical protein	{'hypothetical protein': 2}
OG0007236	hypothetical protein	{'hypothetical protein': 2}
OG0007237	hypothetical protein	{'hypothetical protein': 2}
OG0007238	hypothetical protein	{'hypothetical protein': 2}
OG0007239	carboxypeptidase regulatory-like domain-containing protein	{'carboxypeptidase regulatory-like domain-containing protein': 1, 'hypothetical protein': 1}
OG0007240	GDSL-like Lipase/Acylhydrolase	{'GDSL-like Lipase/Acylhydrolase': 1, 'SGNH/GDSL hydrolase family protein': 1}
OG0007241	hypothetical protein	{'hypothetical protein': 2}
OG0007242	hypothetical protein	{'hypothetical protein': 2}
OG0007243	hypothetical protein	{'hypothetical protein': 2}
OG0007244	NAD-glutamate dehydrogenase	{'NAD-glutamate dehydrogenase': 1, 'NAD-specific glutamate dehydrogenase': 1}
OG0007245	4'-phosphopantetheinyl transferase superfamily protein	"{""4'-phosphopantetheinyl transferase superfamily protein"": 1, ""4'-phosphopantetheinyl transferase"": 1}"
OG0007246	hypothetical protein	{'hypothetical protein': 2}
OG0007247	excalibur calcium-binding domain-containing protein	{'excalibur calcium-binding domain-containing protein': 1, 'Excalibur calcium-binding domain protein': 1}
OG0007248	hypothetical protein	{'hypothetical protein': 2}
OG0007249	Helix-turn-helix domain protein	{'Helix-turn-helix domain protein': 1, 'helix-turn-helix transcriptional regulator': 1}
OG0007250	hypothetical protein	{'hypothetical protein': 2}
OG0007251	hypothetical protein	{'hypothetical protein': 2}
OG0007252	hypothetical protein	{'hypothetical protein': 2}
OG0007253	ATP-binding protein	{'ATP-binding protein': 1, 'hypothetical protein': 1}
OG0007254	hypothetical protein	{'hypothetical protein': 2}
OG0007255	phage major capsid protein	{'phage major capsid protein': 1, 'Phage capsid family protein': 1}
OG0007256	hypothetical protein	{'hypothetical protein': 2}
OG0007257	hypothetical protein	{'hypothetical protein': 2}
OG0007258	hypothetical protein	{'hypothetical protein': 2}
OG0007259	hypothetical protein	{'hypothetical protein': 2}
OG0007260	hypothetical protein	{'hypothetical protein': 2}
OG0007261	hypothetical protein	{'hypothetical protein': 1, 'Histidine kinase': 1}
OG0007262	HNH endonuclease	{'HNH endonuclease': 1, 'DUF222 domain-containing protein': 1}
OG0007263	Putative HTH-type transcriptional regulator/MT0914	{'Putative HTH-type transcriptional regulator/MT0914': 1, 'hypothetical protein': 1}
OG0007264	hypothetical protein	{'hypothetical protein': 1, 'DUF1453 family protein': 1}
OG0007265	DUF1269 domain-containing protein	{'DUF1269 domain-containing protein': 1, 'hypothetical protein': 1}
OG0007266	hypothetical protein	{'hypothetical protein': 1, 'ParB-like nuclease domain protein': 1}
OG0007267	hypothetical protein	{'hypothetical protein': 2}
OG0007268	Transposase	{'Transposase': 2}
OG0007269	XRE family transcriptional regulator	{'XRE family transcriptional regulator': 1, 'hypothetical protein': 1}
OG0007270	hypothetical protein	{'hypothetical protein': 2}
OG0007271	EamA family transporter	{'EamA family transporter': 1, '4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE': 1}
OG0007272	EamA family transporter	{'EamA family transporter': 1, '4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE': 1}
OG0007273	hypothetical protein	{'hypothetical protein': 2}
OG0007274	Oligopeptide transport ATP-binding protein OppD	{'Oligopeptide transport ATP-binding protein OppD': 1, 'ABC transporter ATP-binding protein': 1}
OG0007275	hypothetical protein	{'hypothetical protein': 2}
OG0007276	Bacterial extracellular solute-binding proteins, family 5 Middle	{'Bacterial extracellular solute-binding proteins, family 5 Middle': 1, 'hypothetical protein': 1}
OG0007277	hypothetical protein	{'hypothetical protein': 2}
OG0007278	hypothetical protein	{'hypothetical protein': 2}
OG0007279	ABC transporter substrate-binding protein	{'ABC transporter substrate-binding protein': 1, 'Iron-utilization periplasmic protein precursor': 1}
OG0007280	hypothetical protein	{'hypothetical protein': 2}
OG0007281	SHOCT domain-containing protein	{'SHOCT domain-containing protein': 1, 'hypothetical protein': 1}
OG0007282	glutaminase A	{'glutaminase A': 1, 'Glutaminase 1': 1}
OG0007283	hypothetical protein	{'hypothetical protein': 2}
OG0007284	glycoside hydrolase family 2 protein	{'glycoside hydrolase family 2 protein': 1, 'hypothetical protein': 1}
OG0007285	hypothetical protein	{'hypothetical protein': 2}
OG0007286	CbtB-domain containing protein	{'CbtB-domain containing protein': 1, 'hypothetical protein': 1}
OG0007287	putative cobalt transporter subunit (CbtA)	{'putative cobalt transporter subunit (CbtA)': 1, 'CbtA family protein': 1}
OG0007288	MarR family transcriptional regulator	{'MarR family transcriptional regulator': 1, 'hypothetical protein': 1}
OG0007289	Txe/YoeB family addiction module toxin	{'Txe/YoeB family addiction module toxin': 1, 'Toxin YoeB': 1}
OG0007290	hypothetical protein	{'hypothetical protein': 2}
OG0007291	hypothetical protein	{'hypothetical protein': 1, 'rhomboid family intramembrane serine protease': 1}
OG0007292	hypothetical protein	{'hypothetical protein': 2}
OG0007293	hypothetical protein	{'hypothetical protein': 2}
OG0007294	VWA domain-containing protein	{'VWA domain-containing protein': 1, 'von Willebrand factor type A domain protein': 1}
OG0007295	hypothetical protein	{'hypothetical protein': 2}
OG0007296	hypothetical protein	{'hypothetical protein': 2}
OG0007297	hypothetical protein	{'hypothetical protein': 2}
OG0007298	MFS transporter	{'MFS transporter': 1, 'Major Facilitator Superfamily protein': 1}
OG0007299	hypothetical protein	{'hypothetical protein': 2}
OG0007300	NPCBM/NEW2 domain protein	{'NPCBM/NEW2 domain protein': 1, 'hypothetical protein': 1}
OG0007301	C4-dicarboxylate transporter/malic acid transport protein	{'C4-dicarboxylate transporter/malic acid transport protein': 1, 'TDT family transporter': 1}
OG0007302	permease	{'permease': 1, 'hypothetical protein': 1}
OG0007303	ATP-binding protein	{'ATP-binding protein': 1, 'hypothetical protein': 1}
OG0007304	5-methylcytosine-specific restriction enzyme subunit McrC	{'5-methylcytosine-specific restriction enzyme subunit McrC': 1, '5-methylcytosine-specific restriction endonuclease system specificity protein McrC': 1}
OG0007305	hypothetical protein	{'hypothetical protein': 2}
OG0007306	FAD-dependent oxidoreductase	{'FAD-dependent oxidoreductase': 1, 'protoporphyrinogen oxidase': 1}
OG0007307	hypothetical protein	{'hypothetical protein': 2}
OG0007308	VCBS repeat-containing protein	{'VCBS repeat-containing protein': 1, 'hypothetical protein': 1}
OG0007309	hypothetical protein	{'hypothetical protein': 2}
OG0007310	ATP-binding protein	{'ATP-binding protein': 1, 'Sensor histidine kinase LiaS': 1}
OG0007311	response regulator transcription factor	{'response regulator transcription factor': 1, 'Transcriptional regulatory protein LiaR': 1}
OG0007312	hypothetical protein	{'hypothetical protein': 2}
OG0007313	class I SAM-dependent methyltransferase	{'class I SAM-dependent methyltransferase': 1, 'Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase': 1}
OG0007314	rubrerythrin family protein	{'rubrerythrin family protein': 1, 'VIT family protein': 1}
OG0007315	Nicotinamide riboside transporter PnuC	{'Nicotinamide riboside transporter PnuC': 1, 'nicotinamide mononucleotide transporter': 1}
OG0007316	transglutaminase family protein	{'transglutaminase family protein': 1, 'Transglutaminase-like superfamily protein': 1}
OG0007317	hypothetical protein	{'hypothetical protein': 2}
OG0007318	YCII-related domain protein	{'YCII-related domain protein': 1, 'hypothetical protein': 1}
OG0007319	hypothetical protein	{'hypothetical protein': 1, 'DUF4186 domain-containing protein': 1}
OG0007320	cation transport regulator	{'cation transport regulator': 1, 'hypothetical protein': 1}
OG0007321	Fatty acid desaturase	{'Fatty acid desaturase': 1, 'acyl-CoA desaturase': 1}
OG0007322	FAD-dependent oxidoreductase	{'FAD-dependent oxidoreductase': 1, 'hypothetical protein': 1}
OG0007323	hypothetical protein	{'hypothetical protein': 2}
OG0007324	AAA family ATPase	{'AAA family ATPase': 1, 'hypothetical protein': 1}
OG0007325	hypothetical protein	{'hypothetical protein': 1, 'DUF3375 domain-containing protein': 1}
OG0007326	DUF4194 domain-containing protein	{'DUF4194 domain-containing protein': 1, 'hypothetical protein': 1}
OG0007327	ATPase	{'ATPase': 1, 'Chromosome partition protein Smc': 1}
OG0007328	hypothetical protein	{'hypothetical protein': 2}
OG0007329	hypothetical protein	{'hypothetical protein': 2}
OG0007330	class I SAM-dependent methyltransferase	{'class I SAM-dependent methyltransferase': 1, 'bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase': 1}
OG0007331	ABC-2 type transporter	{'ABC-2 type transporter': 1, 'ABC transporter permease': 1}
OG0007332	ABC transporter permease	{'ABC transporter permease': 1, 'hypothetical protein': 1}
OG0007333	hypothetical protein	{'hypothetical protein': 2}
OG0007334	Taurine--pyruvate aminotransferase	{'Taurine--pyruvate aminotransferase': 1, 'aspartate aminotransferase family protein': 1}
OG0007335	hypothetical protein	{'hypothetical protein': 1, 'VOC family protein': 1}
OG0007336	hypothetical protein	{'hypothetical protein': 2}
OG0007337	hypothetical protein	{'hypothetical protein': 2}
OG0007338	reverse gyrase	{'reverse gyrase': 1, 'hypothetical protein': 1}
OG0007339	hypothetical protein	{'hypothetical protein': 2}
OG0007340	hypothetical protein	{'hypothetical protein': 2}
OG0007341	AAA family ATPase	{'AAA family ATPase': 1, 'hypothetical protein': 1}
OG0007342	hypothetical protein	{'hypothetical protein': 2}
OG0007343	hypothetical protein	{'hypothetical protein': 2}
OG0007344	hypothetical protein	{'hypothetical protein': 2}
OG0007345	Integrase core domain protein	{'Integrase core domain protein': 1, 'IS3 family transposase': 1}
OG0007346	coenzyme F420 hydrogenase	{'coenzyme F420 hydrogenase': 1, 'F420H2 dehydrogenase subunit F': 1}
OG0007347	hypothetical protein	{'hypothetical protein': 2}
OG0007348	Tyrosine recombinase XerC	{'Tyrosine recombinase XerC': 1, 'tyrosine-type recombinase/integrase': 1}
OG0007349	hypothetical protein	{'hypothetical protein': 1, 'helix-turn-helix transcriptional regulator': 1}
OG0007350	hypothetical protein	{'hypothetical protein': 2}
OG0007351	glycosyltransferase family 1 protein	{'glycosyltransferase family 1 protein': 1, 'hypothetical protein': 1}
OG0007352	hypothetical protein	{'hypothetical protein': 2}
